srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.1,47439,149.171.126.18,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239805,1424239805,0.008,0,0,0,0,0,2,,, ,31,31,22,21,20,20,31,Generic,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424254527,1424254527,0.003,0,0,0,0,0,2,,, ,16,16,16,16,16,16,16,Generic,1
59.166.0.4,59963,149.171.126.0,18725,tcp,FIN,0.004642,424,8824,31,29,1,4,ftp-data,639379.5625,13940543,8,12,255,255,4110733563,4121887804,53,735,0,0,39.248658,21.474981,1421961764,1421961764,0.621571,0.377455,0.000618,0.000486,0.000132,0,0,0,0,0,3,3,5,6,1,1,4,,0
59.166.0.0,36263,149.171.126.4,11228,tcp,FIN,0.046376,320,1838,31,29,1,2,ftp-data,46058.30469,277557.3438,6,8,255,255,3929979983,2082704149,53,230,0,0,630.58193,15.795303,1421930038,1421930038,9.218,6.556143,0.001507,0.00048,0.001027,0,0,0,0,0,3,3,3,4,1,1,2,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424252292,1424252292,0.004,0,0,0,0,0,2,,, ,33,33,16,17,16,16,33,Generic,1
59.166.0.9,16090,149.171.126.1,14858,tcp,FIN,1.292307,4992,3080,31,29,7,7,-,29800.96875,18435.24805,28,30,255,255,3320691045,1358279657,178,103,0,0,3015.087151,80.331047,1424255256,1424255257,47.851667,44.544484,0.00068,0.000514,0.000166,0,0,,, ,4,4,2,1,1,1,3,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238794,1424238794,0.009,0,0,0,0,0,2,,, ,47,47,38,38,38,17,47,Generic,1
59.166.0.9,26203,149.171.126.3,22,tcp,FIN,6.272137,23424,43458,31,29,69,95,-,29781.23633,55261.54688,310,328,255,255,1068456408,1068733904,76,132,0,0,1473.108461,1434.934708,1421945480,1421945487,20.297146,19.179245,0.000673,0.000515,0.000158,0,0,0,0,0,18,12,11,19,4,4,8,,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424247155,1424247155,0.009,0,0,0,0,0,2,,, ,33,33,22,23,22,22,33,Generic,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,5.00E-06,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424254734,1424254734,0.005,0,0,0,0,0,2,,, ,33,33,18,20,18,18,33,Generic,1
59.166.0.9,16792,149.171.126.7,14691,tcp,FIN,0.077815,3302,37226,31,29,7,21,-,333200.5313,3758863.75,54,56,255,255,627882937,647398934,61,665,0,0,81.680453,80.110894,1424238679,1424238679,1.490346,1.406127,0.000584,0.000474,0.00011,0,0,,, ,2,3,3,2,1,1,1,,0
59.166.0.0,17320,149.171.126.4,53,udp,CON,0.001083,130,162,31,29,0,0,dns,480147.75,598337.9375,2,2,0,0,0,0,65,81,0,0,0,0,1424240455,1424240455,0.009,0.002,0,0,0,0,0,,, ,1,2,3,1,1,1,1,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.00E-06,114,0,254,0,0,0,dns,456000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239976,1424239976,0.001,0,0,0,0,0,2,,, ,20,20,20,21,20,20,20,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233063,1424233063,0.009,0,0,0,0,0,2,,, ,21,21,21,21,21,21,21,Generic,1
59.166.0.9,22335,149.171.126.2,1834,tcp,FIN,0.035017,2974,30514,31,29,7,18,-,665505.375,6831882,48,50,255,255,4051062933,4060353287,62,610,0,0,52.7005,51.109345,1421970221,1421970221,0.737894,0.703367,0.000711,0.000545,0.000166,0,0,0,0,0,8,8,3,4,1,1,1,,0
59.166.0.3,52183,149.171.126.5,6881,tcp,FIN,7.317478,24640,1094788,31,29,38,390,-,26877.01953,1195508,438,858,255,255,1006825941,1014146853,56,1276,0,0,6312.1271,4511.204392,1421935820,1421935827,16.744028,8.537942,0.000581,0.000457,0.000124,0,0,0,0,0,9,9,6,2,2,1,2,,0
59.166.0.0,46724,149.171.126.8,25,tcp,FIN,0.025756,37242,3380,31,29,18,8,smtp,11345240,1025003.875,52,42,255,255,2545026154,396472553,716,80,0,0,30.661802,1.219719,1421943725,1421943725,0.498039,0.61561,0.000626,0.000512,0.000114,0,0,0,0,0,2,1,8,7,2,1,2,,0
59.166.0.1,44114,149.171.126.8,25,tcp,FIN,0.593894,37216,3380,31,29,18,8,smtp,491683.6875,44452.375,52,42,255,255,1027250728,1176442364,716,80,0,0,874.796921,27.646379,1424245108,1424245109,11.637353,14.46478,0.000965,0.000835,0.00013,0,0,,, ,2,2,2,1,1,1,2,,0
175.45.176.1,51285,149.171.126.15,111,tcp,FIN,3.524984,564,354,254,252,2,1,-,1152.913086,703.549316,10,8,255,255,1006164654,432287646,56,44,0,0,28529.16037,808.383687,1424249390,1424249394,381.384778,480.932281,0.309558,0.158456,0.151102,0,1,,, ,2,1,1,9,1,1,1, Reconnaissance ,1
175.45.176.0,53333,149.171.126.15,445,tcp,FIN,1.524209,195010,1128,254,252,74,1,-,1016889.375,5694.756836,154,26,255,255,2134696166,2080475383,1266,43,0,0,1156.020294,80.307336,1424228099,1424228100,10.027691,56.39,0.170341,0.087563,0.082778,0,1,,, ,6,3,3,4,2,2,2, Fuzzers ,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424224761,1424224761,0.008,0,0,0,0,0,2,,, ,33,33,18,18,17,9,34,Generic,1
59.166.0.6,60501,149.171.126.0,80,tcp,FIN,1.022478,1684,10168,31,29,3,5,http,12236.93848,75142.9375,14,18,255,255,705812795,707290620,120,565,1,3924,8767.194973,7675.706462,1421936145,1421936146,78.617075,60.113412,0.000676,0.000543,0.000133,0,0,1,0,0,1,1,4,1,1,1,1,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,4.00E-06,264,0,60,0,0,0,dns,264000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424259788,1424259788,0.004,0,0,0,0,0,0,,, ,33,33,18,18,18,18,33,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237542,1424237542,0.009,0,0,0,0,0,2,,, ,49,49,40,40,40,17,49,Generic,1
149.171.126.10,47439,175.45.176.0,53,udp,INT,5.00E-06,264,0,60,0,0,0,dns,211200000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424260920,1424260920,0.005,0,0,0,0,0,0,,, ,23,23,19,19,19,19,23,,0
10.40.85.30,0,10.40.85.1,0,arp,CON,30.989496,184,112,0,0,0,0,-,35.624973,21.684767,4,4,0,0,0,0,46,28,0,0,15520.329,15520.338,1424227579,1424227610,15520.334,15520.334,0,0,0,0,0,,, ,1,1,1,1,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424240488,1424240488,0.01,0,0,0,0,0,2,,, ,32,32,24,24,24,24,32,Generic,1
59.166.0.1,51326,149.171.126.6,56153,tcp,FIN,0.049155,4238,60964,31,29,7,30,-,680297,9787977,72,74,255,255,2728193599,2743468934,59,824,0,0,44.389486,44.428306,1421964489,1421964489,0.684465,0.666247,0.000636,0.000511,0.000125,0,0,0,0,0,4,6,1,3,1,1,1,,0
59.166.0.5,7917,149.171.126.2,5190,tcp,FIN,0.004201,1470,1728,31,29,5,4,-,2673649,3056415,22,14,255,255,3811447636,1662108904,67,123,0,0,12.769502,0.364628,1424258159,1424258159,0.21005,0.274769,0.000629,0.000512,0.000117,0,0,,, ,4,3,2,1,1,1,1,,0
59.166.0.4,2850,149.171.126.5,1680,tcp,FIN,0.034891,2470,15186,31,29,7,10,-,551431.625,3387922.5,38,37,255,255,2268855797,119595652,65,410,0,0,78.636294,80.757272,1421936903,1421936903,0.934541,0.952194,0.000725,0.000604,0.000121,0,0,0,0,0,9,9,3,2,1,1,1,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,7.00E-06,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231051,1424231051,0.007,0,0,0,0,0,2,,, ,14,14,14,15,14,14,14,Generic,1
175.45.176.3,47439,149.171.126.15,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424245676,1424245676,0.01,0,0,0,0,0,2,,, ,31,31,13,12,12,12,31,Generic,1
149.171.126.10,47439,175.45.176.0,53,udp,INT,1.00E-06,264,0,60,0,0,0,dns,1056000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424260399,1424260399,0.001,0,0,0,0,0,0,,, ,34,34,34,34,34,17,34,,0
59.166.0.2,25669,149.171.126.1,18268,tcp,FIN,0.018199,2334,16734,31,29,7,12,-,997857,7162591,36,38,255,255,1150900286,3300733702,65,440,0,0,35.388153,33.280139,1424233322,1424233322,0.510143,0.477378,0.00065,0.000531,0.000119,0,0,,, ,5,4,3,5,1,1,1,,0
175.45.176.1,64779,149.171.126.11,1723,tcp,FIN,0.256638,2228,268,254,252,2,1,-,62531.66016,6982.598145,10,6,255,255,1559512398,2492568985,223,45,0,0,1373.733939,65.743281,1424228842,1424228843,26.657667,44.441602,0.086789,0.034427,0.052362,0,1,,, ,9,9,2,3,2,1,9, Fuzzers ,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424230453,1424230453,0.009,0,0,0,0,0,2,,, ,26,26,17,17,17,17,26,Generic,1
59.166.0.0,57605,149.171.126.1,55512,tcp,FIN,0.054143,2646,25364,31,29,7,15,-,381655.9688,3662597.25,42,44,255,255,2626938520,560877840,63,576,0,0,75.988986,74.917523,1424250973,1424250974,1.3459,1.246698,0.000658,0.000532,0.000126,0,0,,, ,14,14,4,10,1,1,2,,0
59.166.0.9,10373,149.171.126.6,39773,tcp,FIN,0.027936,2974,33374,31,29,7,18,-,834192.4375,9366266,48,50,255,255,2108234792,2108539530,62,667,0,0,44.610882,42.847434,1424227815,1424227815,0.613511,0.569125,0.000753,0.000609,0.000144,0,0,,, ,7,11,7,5,1,1,7,,0
59.166.0.1,54325,149.171.126.3,26231,tcp,FIN,0.194925,3494,42080,31,29,7,22,-,140936.2656,1697268.25,58,58,255,255,2515426110,366154650,60,726,0,0,212.030282,5.709063,1424255744,1424255744,3.475214,3.409737,0.000911,0.000561,0.00035,0,0,,, ,9,11,4,2,1,1,4,,0
175.45.176.2,0,149.171.126.17,0,idpr,INT,1.00E-06,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424258779,1424258779,0.001,0,0,0,0,0,2,,, ,3,3,1,3,1,1,3,Backdoor,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424225047,1424225047,0.008,0,0,0,0,0,2,,, ,24,24,9,9,9,9,24,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238149,1424238149,0.01,0,0,0,0,0,2,,, ,34,34,24,25,24,24,34,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,3.10E-05,114,0,254,0,0,0,dns,14709678,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238786,1424238786,0.031,0,0,0,0,0,2,,, ,47,47,44,45,44,20,47,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232439,1424232439,0.009,0,0,0,0,0,2,,, ,38,38,20,21,20,20,38,Generic,1
59.166.0.1,59515,149.171.126.6,36165,tcp,FIN,0.009693,364,8320,31,29,0,2,-,257505.4063,6180129.5,7,10,255,255,983419017,3129071376,52,832,0,0,2.886773,85.295715,1421935076,1421935076,1.561667,1.072444,0,0,0,0,0,0,0,0,9,9,7,5,1,1,4,,0
59.166.0.2,19519,149.171.126.1,22,tcp,FIN,1.902928,9400,12298,31,29,26,31,ssh,39148.09375,51251.54688,106,114,255,255,3265740589,1116483312,89,108,0,0,1079.031429,1034.948295,1424222434,1424222436,18.294356,16.834539,0.000772,0.000616,0.000156,0,0,,, ,2,1,2,3,1,1,1,,0
175.45.176.1,20470,149.171.126.11,445,tcp,FIN,0.686253,986,810,254,252,3,2,-,10538.3877,8498.323242,12,10,255,255,2973220201,1392390556,82,81,0,0,3977.040161,106.331336,1424240969,1424240970,59.500637,69.509445,0.123385,0.060659,0.062726,0,1,,, ,5,5,1,1,1,1,5, Fuzzers ,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238566,1424238566,0.009,0,0,0,0,0,2,,, ,43,43,20,21,20,20,43,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223453,1424223453,0.009,0,0,0,0,0,2,,, ,26,26,3,3,3,2,26,Generic,1
59.166.0.0,9195,149.171.126.2,53,udp,CON,0.001088,130,162,31,29,0,0,dns,477941.1563,595588.25,2,2,0,0,0,0,65,81,0,0,0,0,1421961388,1421961388,0.01,0.008,0,0,0,0,0,0,0,0,3,4,2,1,1,1,1,,0
175.45.176.0,1043,149.171.126.12,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424225437,1424225437,0.003,0,0,0,0,0,2,,, ,15,15,6,6,6,6,15,Generic,1
175.45.176.1,0,149.171.126.17,0,unas,INT,3.00E-06,200,0,254,0,0,0,-,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1424244423,1424244423,0.003,0,0,0,0,0,2,,, ,5,5,4,4,2,2,8, Reconnaissance ,1
59.166.0.9,15282,149.171.126.7,6881,tcp,FIN,0.019905,1540,1644,31,29,4,4,-,580356.6875,624164.75,16,18,255,255,1521759878,3677336906,96,91,0,0,76.295903,2.031249,1421953864,1421953864,1.303933,1.072412,0.001829,0.001668,0.000161,0,0,0,0,0,11,12,10,8,6,1,6,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424254035,1424254035,0.003,0,0,0,0,0,2,,, ,27,27,11,12,11,11,27,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233841,1424233841,0.003,0,0,0,0,0,2,,, ,41,41,25,25,25,25,41,Generic,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424253468,1424253468,0.009,0,0,0,0,0,2,,, ,41,41,27,27,27,12,41,Generic,1
175.45.176.3,47439,149.171.126.15,53,udp,INT,7.00E-06,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424248144,1424248144,0.007,0,0,0,0,0,2,,, ,35,35,18,17,17,17,35,Generic,1
175.45.176.1,45715,149.171.126.16,25,tcp,FIN,2.582431,776,948,254,252,4,4,smtp,2233.554199,2729.211182,14,14,255,255,2142865571,960417881,55,68,0,0,14540.28226,353.75825,1424237173,1424237175,198.648534,190.887391,0.115542,0.082686,0.032856,0,1,,, ,1,1,2,3,1,1,2,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,7.00E-06,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237598,1424237598,0.007,0,0,0,0,0,2,,, ,41,41,41,41,41,19,41,Generic,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232033,1424232033,0.003,0,0,0,0,0,2,,, ,24,24,14,14,14,14,24,Generic,1
149.171.126.18,1043,175.45.176.1,53,udp,INT,9.00E-06,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424240386,1424240386,0.009,0,0,0,0,0,0,,, ,21,21,14,14,14,14,21,,0
59.166.0.2,21725,149.171.126.1,4360,tcp,FIN,0.419195,320,1956,31,29,1,2,ftp-data,5095.480469,32672.14648,6,8,255,255,2967687090,3129034556,53,245,0,0,5913.738996,145.897141,1421928440,1421928440,83.7664,59.81643,0.000612,0.000478,0.000134,0,0,0,0,0,3,5,6,2,1,1,1,,0
175.45.176.1,4107,149.171.126.16,21,tcp,FIN,4.50387,1272,1660,62,252,7,9,ftp,2165.249023,2815.356445,24,22,255,255,354700926,714412693,53,75,0,0,12884.84463,15333.67757,1424256208,1424256213,195.820429,200.820714,0.405178,0.285638,0.11954,0,1,,1,1,1,1,1,2,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424253810,1424253810,0.009,0,0,0,0,0,2,,, ,31,31,16,15,15,15,31,Generic,1
175.45.176.3,23620,149.171.126.11,445,tcp,FIN,36.577267,8652,9740,62,252,22,22,-,1867.608154,2103.820312,76,80,255,255,1180481422,3839188821,114,122,0,0,38524.52209,1117.888125,1424249143,1424249179,487.688407,461.763031,0.200292,0.097978,0.102314,0,1,,, ,3,1,1,1,1,1,1,Exploits,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424259245,1424259245,0.003,0,0,0,0,0,2,,, ,21,21,16,17,16,16,21,Generic,1
59.166.0.2,29795,149.171.126.7,57418,tcp,FIN,0.104746,4238,61794,31,29,7,30,-,319248.4688,4655758,72,74,255,255,1874423310,1892176501,59,835,0,0,82.686479,81.117465,1421960468,1421960468,1.470789,1.427192,0.000719,0.000557,0.000162,0,0,0,0,0,3,5,1,2,1,1,1,,0
59.166.0.1,17311,149.171.126.0,15052,tcp,FIN,0.03784,3614,49036,31,29,7,24,-,751374.1875,10200000,60,62,255,255,1018969360,1026502610,60,791,0,0,34.128982,33.643948,1421942309,1421942309,0.636017,0.603115,0.001219,0.001043,0.000176,0,0,0,0,0,5,5,1,2,1,1,1,,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424247689,1424247689,0.009,0,0,0,0,0,2,,, ,22,22,22,22,22,22,22,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233213,1424233213,0.009,0,0,0,0,0,2,,, ,29,29,25,26,25,25,29,Generic,1
149.171.126.14,1043,175.45.176.1,53,udp,INT,7.00E-06,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424253709,1424253709,0.007,0,0,0,0,0,0,,, ,33,33,23,23,23,23,33,,0
59.166.0.1,35286,149.171.126.0,53,udp,CON,0.000973,146,178,31,29,0,0,dns,600205.5625,731757.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421938047,1421938047,0.001,0.008,0,0,0,0,0,0,0,0,1,2,4,3,1,1,1,,0
175.45.176.3,48977,149.171.126.13,25,tcp,FIN,4.264326,4120,1788,62,252,8,8,smtp,7378.422363,3187.373535,22,20,255,255,3664044511,677040541,187,89,0,0,15080.63749,428.448562,1424239720,1424239724,203.06314,216.569109,0.25523,0.128636,0.126594,0,1,,, ,2,1,2,1,1,1,1,Exploits,1
59.166.0.1,1165,149.171.126.9,80,tcp,FIN,1.175885,1684,10168,31,29,3,5,http,10640.49707,65339.72656,14,18,255,255,3246933634,3262346050,120,565,1,3924,8839.90905,7740.339563,1424259181,1424259183,90.424923,69.137235,0.000673,0.000548,0.000125,0,0,1,, ,1,1,2,1,1,1,1,,0
59.166.0.3,6892,149.171.126.5,39403,tcp,FIN,0.066161,4550,69850,31,29,7,33,-,543159.875,8340503,78,80,255,255,3460042186,1310773343,58,873,0,0,64.340418,62.661994,1421959053,1421959053,0.865724,0.830405,0.000681,0.000548,0.000133,0,0,0,0,0,5,1,4,3,1,1,1,,0
59.166.0.0,44706,149.171.126.8,22,tcp,FIN,1.740882,5928,8010,31,29,14,17,ssh,26804.80273,36174.76563,62,58,255,255,2655229728,2655555359,96,138,0,0,1768.543004,1825.209186,1421940859,1421940860,28.539049,30.528422,0.00077,0.000629,0.000141,0,0,0,0,0,1,1,3,2,1,1,2,,0
59.166.0.9,32904,149.171.126.4,28875,tcp,FIN,0.075982,8928,424,31,29,4,1,ftp-data,872943.625,39061.88281,14,8,255,255,2716302122,1465569262,638,53,0,0,645.904004,26.185209,1421960968,1421960968,5.844769,10.752143,0.000716,0.000561,0.000155,0,0,0,0,0,3,4,3,3,1,1,2,,0
59.166.0.2,17459,149.171.126.1,53,udp,CON,0.001112,146,178,31,29,0,0,dns,525179.875,640287.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421930904,1421930904,0.011,0.008,0,0,0,0,0,0,0,0,2,3,6,1,1,1,1,,0
175.45.176.1,31982,149.171.126.11,110,tcp,FIN,2.53161,1382,94044,62,252,7,42,pop3,4221.819336,293808.2813,30,88,255,255,57720522,1639737247,46,1069,0,0,4393.890771,2435.277132,1424228378,1424228381,87.296893,27.910909,0.151758,0.083863,0.067895,0,1,,, ,1,1,4,5,1,1,9,Exploits,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232777,1424232777,0.009,0,0,0,0,0,2,,, ,42,42,24,24,24,24,42,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239211,1424239211,0.004,0,0,0,0,0,2,,, ,33,33,33,35,33,19,33,Generic,1
175.45.176.3,1043,149.171.126.15,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424245207,1424245207,0.009,0,0,0,0,0,2,,, ,23,23,6,6,6,6,23,Generic,1
59.166.0.3,42507,149.171.126.0,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424219912,1424219912,0.009,0.007,0,0,0,0,0,,, ,4,3,10,13,4,1,11,,0
175.45.176.0,49158,149.171.126.15,80,tcp,FIN,0.809431,898,16210,62,252,2,7,http,8143.992188,151316.1719,12,18,255,255,3685834159,2067435905,75,901,0,0,4140.754339,3640.436571,1424233545,1424233546,73.499092,44.835293,0.103249,0.047222,0.056027,0,1,,, ,1,1,1,1,1,1,1,Exploits,1
59.166.0.9,10673,149.171.126.4,53,udp,CON,0.001074,146,178,31,29,0,0,dns,543761.625,662942.25,2,2,0,0,0,0,73,89,0,0,0,0,1424253847,1424253847,0.001,0.003,0,0,0,0,0,,, ,2,1,1,1,1,1,1,,0
59.166.0.5,51027,149.171.126.5,53,udp,CON,0.001009,130,162,31,29,0,0,dns,515361.75,642220,2,2,0,0,0,0,65,81,0,0,0,0,1421938433,1421938433,0.004,0.01,0,0,0,0,0,0,0,0,4,2,4,3,2,1,1,,0
59.166.0.7,17425,149.171.126.0,1700,tcp,FIN,0.015902,2558,23268,31,29,7,14,-,1255188,11426991,40,42,255,255,3791990513,3792282547,64,554,0,0,25.730261,25.814034,1424257554,1424257554,0.410395,0.392513,0.000722,0.000587,0.000135,0,0,,, ,6,6,1,3,1,1,2,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424252971,1424252971,0.009,0,0,0,0,0,2,,, ,16,16,9,8,8,8,16,Generic,1
59.166.0.7,44837,149.171.126.5,143,tcp,FIN,0.031838,7816,15314,31,29,30,32,-,1947861,3817576.5,122,126,255,255,2346065080,2351304533,64,122,0,0,16.266833,14.437555,1421944870,1421944871,0.260091,0.250288,0.000723,0.000548,0.000175,0,0,0,0,0,22,2,5,23,2,2,2,,0
59.166.0.8,62432,149.171.126.8,53,udp,CON,0.001221,130,162,31,29,0,0,dns,425880.4375,530712.5625,2,2,0,0,0,0,65,81,0,0,0,0,1421936670,1421936670,0.01,0.008,0,0,0,0,0,0,0,0,2,3,3,9,2,2,2,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424252869,1424252869,0.003,0,0,0,0,0,2,,, ,26,26,16,16,16,16,26,Generic,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424251720,1424251720,0.009,0,0,0,0,0,2,,, ,20,20,14,14,14,14,20,Generic,1
59.166.0.8,55361,149.171.126.6,23499,tcp,FIN,0.079535,3598,48874,31,29,7,24,-,355969.0625,4836713.5,60,62,255,255,45276687,2198997013,60,788,0,0,79.681098,78.743061,1424250693,1424250694,1.342797,1.316217,0.000683,0.00056,0.000123,0,0,,, ,11,7,6,11,1,1,2,,0
59.166.0.7,4931,149.171.126.4,80,tcp,FIN,1.009165,1684,10168,31,29,3,5,http,12398.36816,76134.22656,14,18,255,255,2637270288,488874795,120,565,1,3924,8766.544791,7676.21395,1421960086,1421960087,77.601002,59.328059,0.000729,0.000583,0.000146,0,0,1,0,0,2,3,1,1,1,1,1,,0
59.166.0.3,50343,149.171.126.6,51223,tcp,FIN,0.022045,2750,27730,31,29,7,16,-,975459.3125,9844591,44,46,255,255,3594414818,3590510070,63,603,0,0,36.450497,34.753262,1421947425,1421947425,0.504837,0.476689,0.000741,0.000583,0.000158,0,0,0,0,0,12,8,1,2,1,1,1,,0
